Depth, sediment [m]	AGE [ka BP]	Betula sect. Albae [#]	Larix [#]	Picea [#]	Pinus subgenus Diploxylon [#]	Pinaceae [#]	Betula sect. nanae [#]	Duschekia fruticosa [#]	Ephedra [#]	Ericales [#]	Ericales empetrum [#]	Ericales vaccinium [#]	Juniperus [#]	Pinus subgenus Haploxylon [#]	Ribes [#]	Salix [#]	Cyperaceae [#]	Poaceae [#]	Apiaceae [#]	Armeria [#]	Artemisia [#]	Asteraceae subfam. Asteroideae indeterminata [#]	Asteraceae subfam. Asteroideae matricaria [#]	Asteraceae subfam. Asteroideae saussurea [#]	Asteraceae subfam. Asteroideae senecio [#]	Asteraceae subfam. Cichorioideae [#]	Brassicaceae [#]	Caryophyllaceae indeterminata [#]	Caryophyllaceae cerastium [#]	Caryophyllaceae gypsophila [#]	Caryophyllaceae minuartia [#]	Caryophyllaceae stellaria holostea [#]	Chenopodiaceae [#]	Cuscuta [#]	Drosera [#]	Epilobium [#]	Fabaceae [#]	Galium [#]	Gentianaceae [#]	Geraniaceae [#]	Pollen, Indeterminata [#]	Lamiaceae [#]	Lamiaceae galeopsis [#]	Liliaceae [#]	Linum [#]	Papaveraceae [#]	Plantago [#]	Polemonium [#]	Polygonaceae [#]	Polygonaceae polygonum bistorta [#]	Polygonaceae polygonum viviparum [#]	Polygonaceae rumex [#]	Primulaceae [#]	Ranunculaceae [#]	Ranunculaceae pulsatilla [#]	Ranunculaceae thalictrum [#]	Rosaceae [#]@minus operc.	Rosaceae [#]@plus operc.	Rosaceae dryas [#]	Rosaceae potentilla [#]	Rosaceae sanguisorba officinalis [#]	Rutaceae [#]	Scrophulariaceae [#]	Scrophulariaceae pedicularis [#]	Saxifragaceae [#]	Valeriana  [#]	Valerianella [#]	Myriophyllum [#]	Potamogeton [#]	Botrychium [#]	Cystopteris fragilis [#]	Dryopteris filix-mas [#]	Encalypta [#]	Equisetum [#]	Huperzia selago [#]	Isoetes [#]	Lycopodium annotinum [#]	Lycopodium clavatum [#]	Osmundaceae [#]	Polypodiaceae [#]	Pteridium [#]	Riccia [#]	Selaginella rupestris [#]	Sphagnum [#]	Spores, trilete [#]	Woodsia-type [#]	Botryococcus [#]	Pediastrum [#]	Arcella [#]	Assulina muscorum [#]	Asco spore [#]	Copepoda spermatophore [#]	Delitschia [#]	cf. Endofragmiella sp. [#]	Gelasinospora sp. [#]	Geumannomyces [#]	Glomus [#]	Macrobiotus coronifer-islandicus [#]	Macrobiotus hufelandii [#]	Microthyrium sp. [#]	Podospora [#]	scalariform perforation plate [#]	Sordariales [#]	Spirogyra sp. [#]	Sporomiella [#]	Sporomiella spore [#]	Stomata [#]	Thekaphora [#]	Conifer-Tracheids [#]	Trichocladium asperum [#]	Pollen, indeterminata [#]@Type 8C	Pollen, indeterminata [#]@Type 74	Pollen, indeterminata [#]@Type 119	Pollen, indeterminata [#]@Type 187B	Pollen, indeterminata [#]@Type 225	Pollen, indeterminata [#]@Type 307B	Pollen, indeterminata [#]@Type 354	Pollen, indeterminata [#]@U2	Pollen, indeterminata [#]@U2a	Zoomorpha remains [#]	Chironomids [#]	Zygnemataceae [#]	Spores redeposited [#]	Betula redeposited [#]	Pinus redeposited [#]	Pollen total [#]	Marker, added [#]	Pollen per unit sediment mass [#/g]
0.05	0.223	20	7	5	166	0	141	96	0	0	0	1	0	1	0	1	20	22	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	1	0	0	2	0	0	1	10	0	0	99	10	0	0	1	24	0	0	1	0	0	0	0	0	0	7	0	0	0	97	0	0	0	0	0	0	2	0	750	0	24	0	15	25	1	0	0	0	0	508	68	35457
0.15	0.668	5	12	7	163	0	141	99	0	0	0	4	0	16	0	2	21	18	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	6	0	0	0	3	2	0	25	8	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	157	0	0	2	0	0	0	0	0	488	0	0	1	0	34	4	0	0	0	0	496	82	28709
0.25	1.226	3	3	3	193	1	196	95	0	1	0	2	0	89	0	10	18	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	2	0	0	2	1	0	0	123	3	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	200	1	0	1	0	0	0	0	0	300	0	8	0	1	23	0	0	0	0	0	633	59	50921
0.35	1.838	6	6	14	230	0	87	127	0	0	0	1	0	4	0	1	12	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	3	0	0	17	8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	178	0	0	0	0	0	0	0	0	381	0	0	0	0	18	3	0	0	0	0	493	66	35453
0.45	2.851	6	7	5	176	0	243	158	0	1	0	3	0	49	0	7	32	16	0	0	6	0	0	0	0	0	12	1	0	0	0	0	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	3	0	0	2	4	0	0	220	7	0	0	4	4	0	0	0	0	0	0	0	1	0	6	0	0	0	180	0	0	0	0	0	0	0	0	460	0	0	0	32	15	0	0	0	0	0	747	66	53719
0.55	3.863	6	15	15	182	0	132	111	0	0	0	3	0	23	0	0	10	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	17	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	145	0	0	2	0	0	0	0	0	250	0	2	0	1	22	2	0	0	0	0	508	63	38271
0.65	4.876	0	17	0	119	0	170	70	0	1	0	0	1	2	0	8	30	25	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	2	0	0	0	9	0	0	58	14	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	159	0	0	2	0	0	0	0	0	228	0	0	1	0	4	2	0	0	0	0	447	45	47146
0.75	5.888	3	25	2	102	0	196	82	0	0	0	0	0	9	0	2	12	7	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	0	64	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	211	0	0	0	0	0	0	0	0	198	0	3	0	0	10	1	0	0	0	0	443	29	72503
0.81	6.295	2	16	4	69	0	174	76	0	0	0	0	0	4	0	4	10	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	1	0	0	82	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	2	0	0	0	0	0	189	0	0	1	0	2	0	1	0	0	0	366	19	91427
0.91	7.308	8	6	21	112	0	219	29	0	0	0	0	0	7	0	2	8	12	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	38	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	100	0	0	0	0	0	0	0	0	117	0	0	0	0	5	0	0	0	0	0	432	17	120610
1.01	7.42	5	7	8	1	0	380	289	0	0	0	3	0	32	0	16	28	28	0	0	18	0	0	1	0	0	5	3	0	0	0	0	2	0	0	0	8	0	0	0	11	13	0	0	0	0	0	0	0	1	0	0	11	4	0	6	2	0	0	0	0	0	0	0	0	1	0	7	0	4	0	7	0	0	0	0	0	0	0	2	0	0	2	3	0	0	330	10	0	1	8	3	0	0	2	0	0	0	0	0	0	6	0	0	0	109	0	0	0	0	0	0	0	0	460	0	0	17	42	3	0	0	0	0	0	890	97	43548
1.11	8.433	6	36	16	6	0	363	39	0	0	0	0	0	0	0	7	10	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	3	0	7	0	0	1	0	0	0	111	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	115	0	0	0	0	7	0	1	0	0	0	501	35	67939
1.21	9.445	0	15	0	1	0	311	53	0	0	0	0	0	2	0	14	9	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	1	0	0	0	3	0	0	118	7	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	147	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	419	10	198867
1.31	10.457	0	30	0	2	0	468	11	0	0	0	0	0	0	0	0	3	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	0	0	0	0	63	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	528	16	156625
1.41	11.17	0	20	0	1	0	134	261	0	1	0	0	0	0	0	3	19	23	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	19	23	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	238	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	483	18	127357
1.53	11.325	0	0	0	0	1	190	79	0	0	0	1	0	0	0	1	29	49	0	0	10	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	1	2	0	0	71	143	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	211	0	0	0	0	0	0	0	0	1	0	0	1	0	6	1	5	0	0	0	372	82	21532
1.56	12.531	0	0	0	1	0	450	220	0	1	1	3	0	0	0	5	55	32	0	0	24	0	3	0	0	1	12	1	0	0	0	0	0	0	0	1	30	2	0	0	4	0	0	0	0	0	0	0	1	1	0	0	3	9	0	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	20	0	0	3	0	0	0	2	0	0	0	0	1	0	6	0	0	0	402	0	0	0	0	0	0	0	0	0	0	1	13	0	4	1	0	0	0	0	868	91	45272
1.57	13.399	4	0	0	0	0	193	17	0	0	0	2	0	0	0	1	34	21	0	0	14	0	0	1	0	0	5	1	0	0	0	0	5	0	0	0	11	2	0	0	4	2	0	0	0	0	0	0	0	3	1	0	1	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	13	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	14	9	2	0	1	0	0	0	333	67	23589
1.66	13.516	0	1	0	0	0	50	8	0	5	0	0	0	0	0	13	103	73	0	0	35	0	0	0	2	2	0	6	0	0	0	0	7	0	0	0	2	0	0	0	10	0	0	0	0	1	0	0	0	1	0	0	0	11	0	12	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	4	0	0	0	11	33	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	315	0	0	1	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	346	60	27370
1.77	15.369	0	1	0	0	1	20	13	0	0	0	1	0	0	0	2	138	92	0	0	42	0	1	0	0	3	0	7	1	0	0	0	3	0	0	0	4	0	0	0	6	0	0	0	0	3	3	0	0	0	0	0	0	15	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	42	11	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	4	1	3	0	0	0	359	292	5835
1.83	16.38	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	156	118	0	0	32	0	0	1	3	0	0	17	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	30	7	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	1	11	1	11	0	0	0	350	216	7691
1.92	17.897	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	158	108	0	0	22	0	0	1	3	3	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	28	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4	0	7	1	14	0	0	1	318	274	5508
1.97	19.539	0	0	0	1	0	23	26	0	0	0	0	0	0	0	1	90	55	0	0	25	0	4	0	0	2	4	7	2	0	0	0	7	0	0	0	5	1	0	0	8	0	0	0	0	0	0	0	8	0	0	3	13	11	0	4	2	1	0	0	0	0	9	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	2	0	3	8	0	0	0	0	1	0	0	10	2	0	0	1	0	0	0	0	0	0	1	0	0	0	103	0	0	0	0	1	0	0	0	0	0	0	7	2	2	2	7	0	0	0	313	179	8299
2.02	20.828	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	146	102	1	0	26	0	0	0	2	6	0	14	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	0	5	0	28	12	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	8	2	11	0	0	0	319	300	5047
2.12	21.407	0	0	0	0	1	4	1	0	0	0	0	0	0	0	2	177	125	0	0	26	0	0	0	5	5	0	16	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	1	0	0	0	0	12	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	11	0	1	0	14	13	0	0	2	0	1	0	0	0	1	0	0	0	1	3	0	0	0	63	0	0	0	0	0	0	0	0	0	2	0	4	1	28	0	11	0	0	0	388	212	8686
2.17	22.096	3	0	0	0	1	20	14	0	2	1	0	0	0	0	5	146	92	0	0	29	0	0	0	4	7	0	21	0	0	0	4	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	17	5	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	1	15	0	0	0	363	238	7239
2.27	22.675	0	0	2	0	4	10	0	0	0	0	0	0	9	0	1	130	60	0	0	67	0	0	1	1	11	1	7	0	0	0	0	1	0	0	1	0	0	0	0	6	1	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	2	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	25	37	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	50	7	5	0	0	2	333	508	3111
2.37	23.253	0	0	0	0	2	6	4	0	0	0	0	0	1	0	0	139	120	0	0	31	0	0	0	4	11	1	8	1	0	1	2	1	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	2	0	0	1	0	13	0	1	0	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	12	0	0	0	6	13	0	0	1	0	0	0	0	0	3	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	2	5	0	0	1	361	268	6393
2.47	23.831	1	0	0	1	1	34	23	0	1	0	1	0	0	0	4	103	75	3	0	17	0	2	0	1	1	8	9	0	0	1	0	1	0	0	0	8	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	23	0	10	0	2	0	0	1	0	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	9	0	0	0	20	6	0	0	7	0	0	0	0	1	0	0	0	0	0	3	2	0	0	119	0	0	0	0	2	3	0	0	3	0	4	20	6	5	3	5	0	0	0	350	116	14320
2.52	24.121	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	152	95	0	0	9	0	1	0	2	5	2	12	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	4	0	0	0	0	2	1	1	14	0	1	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	15	0	2	0	12	5	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	11	0	0	3	314	314	4746
2.57	24.41	0	0	0	0	1	7	5	0	0	0	0	0	0	0	0	126	173	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	22	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	23	5	2	0	0	0	349	647	2560
2.62	24.999	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	136	111	0	0	16	0	0	0	1	5	0	11	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	24	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	1	5	0	0	0	300	363	3922
2.67	25.288	0	0	0	0	0	15	11	0	0	0	0	0	0	0	0	171	89	1	0	46	0	1	2	2	15	0	8	0	0	0	0	1	0	0	0	2	0	0	0	8	0	0	0	0	3	0	0	2	0	0	0	0	17	0	1	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	15	0	0	0	19	31	0	0	0	0	0	0	0	0	3	1	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	5	8	2	0	1	400	784	2422
2.72	25.578	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	179	102	0	1	11	0	0	0	4	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	10	0	1	0	8	4	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	11	0	0	2	341	413	3919
2.82	26.156	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	158	110	0	0	35	0	1	0	0	4	0	8	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	2	0	0	0	1	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	4	0	11	15	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	10	0	0	3	341	355	4559
2.87	26.445	0	1	0	0	2	2	2	0	0	0	0	0	0	0	0	155	87	0	0	43	0	0	0	4	9	0	9	0	0	0	2	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	2	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	9	26	0	0	0	0	1	0	0	0	3	1	0	0	0	17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	2	20	3	5	0	0	1	336	382	4175
2.97	27.722	0	2	0	0	2	8	0	0	0	0	0	0	0	0	0	132	79	0	1	48	0	0	1	3	13	1	19	2	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	10	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	1	3	0	15	4	0	0	1	0	1	0	0	0	0	0	0	0	0	6	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	3	0	8	3	7	0	0	0	334	645	2458
3.07	27.9	0	0	0	3	0	19	13	0	0	0	2	0	0	0	0	83	78	0	0	62	0	8	0	0	22	13	10	12	0	0	0	1	0	0	0	10	3	2	0	10	1	0	0	2	0	0	0	5	0	0	6	0	9	0	14	3	1	0	0	0	0	29	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	22	0	0	0	4	2	0	0	0	0	4	0	0	1	0	0	0	0	7	4	0	0	0	57	0	0	0	0	0	5	0	0	0	0	0	1	0	3	2	6	0	0	0	423	384	5228
3.17	28.077	0	5	0	0	1	1	0	0	1	0	0	0	0	0	0	131	86	0	0	52	0	0	1	2	17	3	15	0	0	0	1	0	0	0	0	2	0	0	0	10	0	0	0	0	1	2	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	17	0	4	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	15	5	5	0	0	5	340	924	1746
3.27	28.255	0	0	0	0	5	3	4	0	0	0	0	0	0	0	0	93	62	0	0	61	0	0	7	0	34	0	7	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	9	0	0	0	22	31	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	31	8	5	0	0	0	311	2507	589
3.37	28.432	0	6	0	0	1	3	0	0	0	0	0	0	0	0	3	134	90	0	0	26	0	1	3	0	6	0	12	1	0	1	0	0	0	0	1	2	0	0	0	3	2	0	0	0	0	1	0	1	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	8	0	4	0	8	8	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	5	0	8	2	18	2	0	1	306	351	4138
3.47	28.61	2	0	0	0	0	10	11	0	0	0	0	0	0	0	0	53	66	0	0	43	0	2	2	0	11	23	17	5	0	0	0	0	0	0	0	9	0	3	0	7	0	0	0	0	0	0	0	1	0	0	0	12	9	0	12	0	0	0	0	0	0	30	0	2	2	0	0	0	1	0	0	0	0	1	0	1	0	0	3	0	1	15	0	0	1	10	1	0	0	0	1	5	0	1	0	0	0	0	2	16	8	6	0	0	42	0	0	0	0	0	3	0	0	0	0	0	7	1	6	2	11	0	0	0	332	634	2485
3.57	28.787	0	4	0	0	4	3	1	0	2	0	0	0	0	0	1	104	86	0	0	41	0	1	2	0	19	0	10	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	8	0	0	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	7	0	8	11	0	0	0	0	1	0	0	0	0	0	0	1	2	20	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	22	5	9	0	0	2	300	968	1471
3.67	28.965	0	3	0	0	1	2	1	0	3	0	0	0	0	0	0	183	91	0	0	50	0	0	0	2	10	2	8	0	0	0	0	0	0	0	2	1	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	1	3	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	20	1	0	0	4	24	0	0	0	0	0	0	0	0	2	0	0	0	0	14	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	15	2	8	0	0	0	380	344	5243
3.77	29.142	0	8	0	0	5	4	4	0	0	0	0	0	0	0	0	89	94	0	0	46	0	1	0	2	20	0	15	0	0	0	0	0	0	0	1	1	0	0	0	12	0	0	0	0	1	0	0	1	0	0	1	0	3	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	26	0	1	0	5	6	0	0	0	1	0	0	0	0	2	0	0	0	0	41	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	2	23	6	5	1	1	4	315	1375	1087
3.87	29.32	0	0	0	0	0	24	3	0	3	0	0	0	0	0	0	41	86	1	0	32	0	3	0	0	8	14	10	2	0	1	0	3	0	0	0	7	0	1	0	31	0	0	0	0	0	0	0	6	0	0	0	6	12	0	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	13	0	0	0	6	4	0	0	0	0	7	0	0	1	0	0	0	0	7	20	3	1	0	115	0	0	1	0	0	0	0	0	1	0	0	7	3	6	1	4	0	0	0	303	618	2327
